register_time,username,useridx,account_type,register_source,agent_id,register_area
1760706785,r689,25854,2,1,60072,China/Shanghai-Shanghai
1763066381,g152,25878,2,3,53987,China/Shanghai-Shanghai
1760505312,m715,25882,2,1,60069,China/Jiangsu-Suzhou
1763008954,y884,25885,1,3,60047,China/Zhejiang-Wenzhou
1763132511,d627,26013,2,1,60059,China/Jiangsu-Suzhou
1764898183,w773,26032,2,2,60076,China/Beijing-Beijing
1764658760,x777,26075,2,1,60033,China/Zhejiang-Wenzhou
1759830416,t268,26101,2,1,60050,China/Zhejiang-Wenzhou
1762839323,e476,26160,2,3,53987,China/Shanghai-Shanghai
1764380107,k978,26173,2,1,60054,China/Shanghai-Shanghai
1762309637,a536,26508,2,3,53987,China/Shanghai-Shanghai
1765309728,d735,26775,2,1,60078,China/Jiangsu-Suzhou
1764706957,a976,26977,3,3,60058,China/Guangdong-Shenzhen
1766124626,d282,27063,1,1,60058,China/Zhejiang-Wenzhou
1763881227,o247,27097,1,2,60032,China/Zhejiang-Wenzhou
1761706719,w587,27233,2,1,60027,China/Guangdong-Shenzhen
1760680706,o111,27435,2,1,60024,China/Sichuan-Chengdu
1762281854,v816,27742,2,3,53987,China/Shanghai-Shanghai
1759385781,k249,27765,2,1,60057,China/Shanghai-Shanghai
1761917273,t467,27795,2,1,60077,China/Guangdong-Shenzhen
1763219795,t243,27865,2,3,60077,China/Shanghai-Shanghai
1761884343,u643,28222,2,1,60059,China/Sichuan-Chengdu
1760204770,j769,28337,2,1,60025,China/Jiangsu-Suzhou
1760817351,n416,28340,2,1,60024,China/Jiangsu-Suzhou
1762866395,n200,28352,3,1,60030,China/Beijing-Beijing
1760224625,w604,28405,2,4,60036,China/Beijing-Beijing
1762614171,p710,28505,2,3,60073,China/Shanghai-Shanghai
1762763916,a866,28564,2,1,60070,China/Beijing-Beijing
1760550150,i522,28864,2,1,60026,China/Beijing-Beijing
1765774447,j831,28876,2,1,60022,China/Shanghai-Shanghai
1760622728,v591,28880,2,1,60054,China/Shanghai-Shanghai
1760053281,s803,29191,3,2,60004,China/Zhejiang-Wenzhou
1764123954,z209,29240,2,1,60060,China/Sichuan-Chengdu
1762746985,z859,29282,4,2,60045,China/Jiangsu-Suzhou
1761132970,b470,29372,2,1,60046,China/Zhejiang-Wenzhou
1763097647,c534,29387,2,3,53987,China/Shanghai-Shanghai
1763056981,k843,29565,2,1,60056,China/Beijing-Beijing
1764536106,i673,29574,2,1,60062,China/Sichuan-Chengdu
1764308503,p274,29700,2,1,60024,China/Jiangsu-Suzhou
1762855779,n268,29808,4,1,60045,China/Guangdong-Shenzhen
1762941562,v361,29849,1,4,60066,China/Shanghai-Shanghai
1763671447,n557,29859,2,1,60035,China/Sichuan-Chengdu
1760245772,v852,29992,2,1,60049,China/Shanghai-Shanghai
1762431953,z525,29995,2,4,53987,China/Sichuan-Chengdu
1760693994,k263,30051,2,1,60010,China/Jiangsu-Suzhou
1763614588,o799,30053,3,1,60080,China/Shanghai-Shanghai
1762925614,p438,30093,2,3,53987,China/Zhejiang-Wenzhou
1761733062,e642,30132,2,1,60079,China/Shanghai-Shanghai
1764262585,e465,30165,2,4,60045,China/Shanghai-Shanghai
1760042561,o936,30166,1,1,60038,China/Shanghai-Shanghai
1759400810,e718,30273,2,1,60031,China/Sichuan-Chengdu
1760423751,c249,30465,2,1,60046,China/Jiangsu-Suzhou
1761808614,w170,30527,2,1,60060,China/Zhejiang-Wenzhou
1763183755,k962,30542,2,1,60063,China/Zhejiang-Wenzhou
1760038324,t924,30543,3,1,60027,China/Beijing-Beijing
1763506899,s210,30601,2,3,60020,China/Sichuan-Chengdu
1762488483,g948,30871,2,3,60011,China/Zhejiang-Wenzhou
1761413766,s384,30901,2,1,60063,China/Beijing-Beijing
1764679501,n144,31002,2,1,60027,China/Guangdong-Shenzhen
1760295905,i416,31039,2,2,60063,China/Zhejiang-Wenzhou
1765356880,k862,31141,2,3,60016,China/Jiangsu-Suzhou
1760549509,t420,31194,2,1,60057,China/Guangdong-Shenzhen
1763004084,r884,31206,2,2,60069,China/Beijing-Beijing
1762327921,m966,31343,2,1,60028,China/Shanghai-Shanghai
1765990936,n582,31398,2,1,60028,China/Sichuan-Chengdu
1762384333,n376,31403,2,4,60036,China/Jiangsu-Suzhou
1764313704,r403,31431,2,1,60051,China/Jiangsu-Suzhou
1763085453,q915,31558,2,1,60080,China/Sichuan-Chengdu
1759554076,x348,31646,2,1,60079,China/Jiangsu-Suzhou
1764166881,q497,31689,2,1,60042,China/Jiangsu-Suzhou
1763565221,z326,31731,2,1,60079,China/Shanghai-Shanghai
1761858070,u259,31775,2,2,60039,China/Sichuan-Chengdu
1762047800,l665,31920,2,4,60003,China/Guangdong-Shenzhen
1762822524,f649,31958,2,1,60028,China/Sichuan-Chengdu
1764918485,c256,31974,3,1,60025,China/Sichuan-Chengdu
1762685393,w489,32046,2,1,60018,China/Sichuan-Chengdu
1762796603,i891,32155,2,1,60068,China/Beijing-Beijing
1764648297,a726,32271,3,1,60055,China/Beijing-Beijing
1764834283,z969,32375,2,1,60010,China/Shanghai-Shanghai
1763316823,d512,32387,2,1,60001,China/Beijing-Beijing
1762276204,m736,32462,2,3,53987,China/Shanghai-Shanghai
1763037015,l593,32467,2,3,53987,China/Shanghai-Shanghai
1766241269,y189,32539,2,4,60014,China/Zhejiang-Wenzhou
1765626753,h675,32660,2,3,60046,China/Guangdong-Shenzhen
1763080547,v686,32772,2,4,53987,China/Shanghai-Shanghai
1761778415,j671,32874,2,1,60042,China/Shanghai-Shanghai
1761434675,c933,32880,2,1,60063,China/Jiangsu-Suzhou
1759461221,f385,32913,2,1,60045,China/Beijing-Beijing
1763341717,l785,33107,2,1,60041,China/Beijing-Beijing
1762981489,p637,33352,2,3,53987,China/Shanghai-Shanghai
1759666748,o130,33355,2,1,60006,China/Sichuan-Chengdu
1764793955,a645,33388,2,1,60075,China/Guangdong-Shenzhen
1761381579,k799,33456,2,1,60034,China/Zhejiang-Wenzhou
1762637835,m728,33468,2,3,53987,China/Shanghai-Shanghai
1761079676,q738,33548,2,2,60055,China/Guangdong-Shenzhen
1763576825,u330,33607,2,1,60010,China/Beijing-Beijing
1762594018,j755,33742,2,2,60004,China/Beijing-Beijing
1762920524,h303,33784,2,3,53987,China/Shanghai-Shanghai
1765407123,d338,33817,3,1,60043,China/Guangdong-Shenzhen
1760442339,e756,33840,2,1,60065,China/Jiangsu-Suzhou
1762498599,q418,33903,2,3,53987,China/Shanghai-Shanghai
1762466323,x411,34001,2,3,53987,China/Shanghai-Shanghai
1760945306,u656,34232,2,2,60046,China/Guangdong-Shenzhen
1761618266,e318,34287,3,1,60041,China/Beijing-Beijing
1759400658,v869,34359,2,1,60032,China/Shanghai-Shanghai
1761255476,l612,34554,2,1,60006,China/Zhejiang-Wenzhou
1761864088,n991,34560,2,1,60077,China/Zhejiang-Wenzhou
1762325701,i264,34579,2,3,53987,China/Shanghai-Shanghai
1762807953,n471,34748,2,1,60006,China/Guangdong-Shenzhen
1759511280,d542,34782,2,1,60074,China/Guangdong-Shenzhen
1759958023,s917,34856,2,1,60079,China/Zhejiang-Wenzhou
1759889763,c328,34948,2,1,60046,China/Beijing-Beijing
1759536842,d258,35081,2,1,60073,China/Guangdong-Shenzhen
1766236703,b314,35125,4,1,60017,China/Beijing-Beijing
1761301220,w744,35340,2,2,60064,China/Sichuan-Chengdu
1761675470,i114,35441,2,1,60052,China/Beijing-Beijing
1761111968,q442,35446,2,1,60013,China/Guangdong-Shenzhen
1763974928,p288,35463,2,4,60035,China/Guangdong-Shenzhen
1762392519,r744,35627,2,1,53987,China/Shanghai-Shanghai
1759515678,a225,35694,2,1,60019,China/Beijing-Beijing
1762725360,b912,35750,2,3,60068,China/Shanghai-Shanghai
1763633038,w923,35930,4,3,60021,China/Shanghai-Shanghai
1761698764,e450,36088,2,1,60020,China/Shanghai-Shanghai
1761419041,u298,36475,2,1,60042,China/Guangdong-Shenzhen
1760723736,t951,36647,2,1,60026,China/Jiangsu-Suzhou
1764030416,z652,36662,2,2,60053,China/Zhejiang-Wenzhou
1759913262,q490,36755,2,1,60068,China/Sichuan-Chengdu
1761927053,c713,36819,2,1,60070,China/Jiangsu-Suzhou
1763586400,d473,36977,4,4,60017,China/Zhejiang-Wenzhou
1760836513,v612,37000,1,1,60057,China/Shanghai-Shanghai
1762138879,t932,37023,2,1,60031,China/Guangdong-Shenzhen
1762268141,q201,37107,2,1,60053,China/Shanghai-Shanghai
1765601329,h147,37156,2,1,60079,China/Jiangsu-Suzhou
1762652067,t890,37167,2,4,60054,China/Guangdong-Shenzhen
1763339611,t754,37220,2,1,60062,China/Jiangsu-Suzhou
1762787755,s297,37258,2,3,53987,China/Shanghai-Shanghai
1761497782,f999,37284,1,1,60060,China/Sichuan-Chengdu
1763130582,i867,37418,2,1,60080,China/Beijing-Beijing
1759515488,c804,37451,2,1,60061,China/Shanghai-Shanghai
1760891434,l733,37464,2,1,60005,China/Guangdong-Shenzhen
1765092965,g274,37579,2,1,60064,China/Zhejiang-Wenzhou
1761327027,g143,37583,2,1,60028,China/Zhejiang-Wenzhou
1762483378,q950,37655,2,1,53987,China/Shanghai-Shanghai
1761061992,p761,37841,2,1,60012,China/Zhejiang-Wenzhou
1760309436,r181,37884,2,1,60050,China/Jiangsu-Suzhou
1763099345,x701,38014,2,1,60013,China/Zhejiang-Wenzhou
1759859546,j705,38088,2,1,60003,China/Jiangsu-Suzhou
1761224448,v866,38152,2,1,60052,China/Shanghai-Shanghai
1763634570,z677,38167,2,1,60003,China/Shanghai-Shanghai
1762762806,r355,38212,2,1,60019,China/Jiangsu-Suzhou
1759973014,b703,38278,2,1,60040,China/Zhejiang-Wenzhou
1763236320,s507,38297,2,1,60009,China/Beijing-Beijing
1763211644,q729,38400,2,1,60055,China/Zhejiang-Wenzhou
1760770836,z616,38411,2,1,60058,China/Beijing-Beijing
1761396597,m745,38429,2,1,60042,China/Zhejiang-Wenzhou
1765980953,l999,38457,2,1,60019,China/Guangdong-Shenzhen
1764782299,u397,38462,2,3,60006,China/Shanghai-Shanghai
1760076788,r913,38516,2,1,60022,China/Jiangsu-Suzhou
1764658299,c448,38520,2,2,60074,China/Beijing-Beijing
1765314155,j961,38553,2,3,60067,China/Zhejiang-Wenzhou
1762828209,t720,38556,2,3,53987,China/Jiangsu-Suzhou
1759456883,q917,38977,2,1,60058,China/Guangdong-Shenzhen
1766565153,t846,39032,3,1,60010,China/Shanghai-Shanghai
1760169749,i205,39141,2,1,60023,China/Sichuan-Chengdu
1762088834,o404,39158,2,4,60003,China/Guangdong-Shenzhen
1761742327,y147,39213,2,1,60005,China/Sichuan-Chengdu
1763222441,i341,39217,2,1,60018,China/Guangdong-Shenzhen
1766176911,g459,39255,2,1,60051,China/Shanghai-Shanghai
1761250800,s702,39352,2,2,60021,China/Beijing-Beijing
1761127604,e386,39400,4,1,60070,China/Jiangsu-Suzhou
1763046888,d874,39402,2,3,53987,China/Shanghai-Shanghai
1764307872,r425,39593,2,1,60026,China/Jiangsu-Suzhou
1762727541,m370,39611,2,3,60076,China/Shanghai-Shanghai
1765106583,e823,39638,2,1,60073,China/Sichuan-Chengdu
1762337955,l955,39754,2,1,53987,China/Shanghai-Shanghai
1765467991,w667,39802,2,1,60052,China/Zhejiang-Wenzhou
1763028137,y159,39934,2,4,60080,China/Sichuan-Chengdu
1762830667,s775,39950,2,1,60019,China/Shanghai-Shanghai
1765194913,s954,40071,2,1,60007,China/Sichuan-Chengdu
1760339851,c810,40245,2,1,60020,China/Jiangsu-Suzhou
1762521499,u167,40284,1,3,53987,China/Shanghai-Shanghai
1760995011,s701,40337,2,1,60042,China/Shanghai-Shanghai
1765447730,g862,40352,2,1,60036,China/Zhejiang-Wenzhou
1762745574,g218,40472,2,3,53987,China/Shanghai-Shanghai
1760858768,q946,40477,2,2,60033,China/Beijing-Beijing
1762785259,w663,40579,2,1,60054,China/Guangdong-Shenzhen
1760429181,q500,40587,2,1,60054,China/Sichuan-Chengdu
1762330603,m334,40597,2,1,60044,China/Beijing-Beijing
1763678117,t311,40691,2,1,60073,China/Guangdong-Shenzhen
1761895963,c634,40933,2,1,60075,China/Zhejiang-Wenzhou
1763953773,f785,40945,2,1,60014,China/Sichuan-Chengdu
1761154476,z547,41067,1,1,60059,China/Sichuan-Chengdu
1762357378,s238,41223,2,3,53987,China/Shanghai-Shanghai
1762215829,i379,41247,2,1,0,China/Beijing-Beijing
1764335060,f156,41370,2,1,60064,China/Shanghai-Shanghai
1765209365,e833,41570,2,1,60064,China/Shanghai-Shanghai
1759835446,k913,41595,2,1,60077,China/Zhejiang-Wenzhou
1765574531,h165,41683,2,1,60038,China/Sichuan-Chengdu
1759681193,f958,41813,2,1,60021,China/Jiangsu-Suzhou
1764174967,x570,41825,2,3,60003,China/Jiangsu-Suzhou
1764981852,b806,41948,3,1,60049,China/Beijing-Beijing
1763299108,q406,41984,2,1,60025,China/Guangdong-Shenzhen
1762923454,i677,41995,2,1,60077,China/Shanghai-Shanghai
1762515806,i311,42018,2,1,60055,China/Jiangsu-Suzhou
1760475706,l701,42454,2,1,60070,China/Shanghai-Shanghai
1763140658,x771,42463,2,1,60077,China/Sichuan-Chengdu
1760591114,d806,42495,2,1,60019,China/Sichuan-Chengdu
1762354040,d404,42525,1,1,60034,China/Zhejiang-Wenzhou
1759992771,k509,42719,2,1,60048,China/Shanghai-Shanghai
1761391876,r136,42776,2,1,60021,China/Shanghai-Shanghai
1762614667,f553,42987,2,3,60035,China/Shanghai-Shanghai
1763294754,o928,43011,2,1,60045,China/Jiangsu-Suzhou
1761737175,v985,43215,2,1,60068,China/Guangdong-Shenzhen
1763031763,w185,43314,2,3,53987,China/Shanghai-Shanghai
1760744882,c107,43422,2,1,60054,China/Sichuan-Chengdu
1764404106,c262,43463,2,2,60041,China/Shanghai-Shanghai
1763193298,a226,43568,2,3,53987,China/Shanghai-Shanghai
1766636843,p412,43598,2,3,60058,China/Shanghai-Shanghai
1761632642,f909,43785,2,1,60014,China/Shanghai-Shanghai
1762704783,e350,43902,2,1,60010,China/Jiangsu-Suzhou
1760937071,f223,44091,3,1,60063,China/Jiangsu-Suzhou
1764472299,l479,44204,2,1,60061,China/Sichuan-Chengdu
1760610647,v919,44402,4,1,60078,China/Guangdong-Shenzhen
1763206124,y383,44722,2,1,60041,China/Zhejiang-Wenzhou
1764583049,c574,45312,2,1,60055,China/Zhejiang-Wenzhou
1761839313,c838,45313,2,2,60080,China/Guangdong-Shenzhen
1761275507,q623,45337,2,2,60047,China/Guangdong-Shenzhen
1762296835,v187,45474,2,3,53987,China/Shanghai-Shanghai
1762681996,v383,45491,2,1,60031,China/Zhejiang-Wenzhou
1765293448,i270,45494,2,1,60015,China/Shanghai-Shanghai
1762991555,y596,45715,2,4,53987,China/Shanghai-Shanghai
1759660501,d274,45769,2,3,60067,China/Beijing-Beijing
1764671594,b655,45938,2,1,60037,China/Beijing-Beijing
1762968609,o953,45993,2,4,60055,China/Beijing-Beijing
