order_id,user_id,collect_time,active_id,active_type,status,amount
119748644,22135,1766858650,5,3,2,641
118431423,35627,1764988622,5,3,2,348
103806948,23357,1766409107,3,2,2,28
145840996,48700,1762927123,10,5,2,236
140044732,69669,1766090870,3,2,2,238
122290801,72739,1763350288,5,3,2,740
116764130,75143,1763830638,5,3,2,554
129265422,35750,1764659395,5,3,2,779
134586935,54147,1766512157,5,3,2,789
139128941,33468,1765247857,5,3,2,853
134651303,71868,1766357504,2,1,2,35
128848672,19949,1763935413,1,1,2,69
128271727,52315,1766177467,9,5,2,159
132310190,59669,1767146462,7,4,2,53
139517499,16143,1765302863,5,3,2,865
135648719,46817,1763476006,5,3,2,739
148241082,55622,1763504157,5,3,2,626
116679840,27865,1766153660,5,3,2,971
100901614,63012,1766237358,5,3,2,957
123071542,75143,1766499688,5,3,2,683
104135863,18585,1766255047,5,3,2,766
146393110,57302,1766715747,5,3,2,435
104228426,48700,1766206287,5,3,2,839
100872404,19431,1765399877,5,3,2,965
107414704,67654,1763227878,5,3,2,308
144539103,54738,1763638335,5,3,2,421
118664275,59605,1762699350,5,3,2,938
138354178,72739,1765100054,5,3,2,965
107132744,39611,1764425454,5,3,2,941
113211330,32772,1764684600,5,3,2,981
116498656,83031,1764107954,5,3,2,337
147723495,55622,1762992640,9,5,2,29
122884467,35750,1763929761,5,3,2,500
128781178,46323,1765011079,12,1,2,66
120827030,33468,1766038466,6,3,2,88
100333356,30093,1764136937,5,3,2,664
110164035,59605,1767095243,12,1,2,265
108562989,66235,1764791922,1,1,2,282
144864118,48331,1763261099,5,3,2,919
104395171,82798,1763115141,5,3,2,419
103244560,57302,1763246249,5,3,2,444
139145793,24196,1762708449,5,3,2,610
114080883,41223,1765987249,2,1,2,139
139711133,26508,1766936028,1,1,1,11
107924478,64893,1766878826,5,3,2,646
144845023,75866,1765632428,5,3,2,305
133711891,81041,1764393117,5,3,2,749
145040578,64893,1766779410,5,3,2,916
118438462,11436,1766794192,4,2,2,268
102375211,39402,1763104432,5,3,2,414
105330833,33468,1766737442,5,3,1,663
112050383,15936,1765771065,9,5,2,297
119856712,37167,1766062589,9,5,3,165
137596355,23499,1767045949,8,4,2,273
111142498,65225,1765103070,12,1,2,117
117298322,85834,1762783696,1,1,2,43
123043311,82988,1763674153,5,3,2,310
145444127,14675,1765384503,5,3,2,666
120352399,43568,1763355479,5,3,1,482
115414112,22227,1766418369,5,3,2,546
139715853,39611,1767078885,1,1,2,210
140649548,23357,1765898006,5,3,1,823
103378919,82798,1764239391,10,5,2,64
142379885,82798,1766195286,2,1,2,286
111584266,71868,1765473638,9,5,2,39
108600337,39402,1765058107,10,5,2,134
113485723,54738,1764997467,5,3,3,580
111133813,82798,1765069917,5,3,2,305
131643834,23985,1766436206,7,4,2,262
115496097,52315,1763802819,1,1,2,63
111459534,25339,1767021433,5,3,2,777
149065100,43314,1766817741,5,3,2,858
105598734,83031,1765828286,5,3,2,449
120814265,74640,1764802477,8,4,2,186
139352397,85834,1764648293,12,1,1,145
138878094,78606,1766059272,4,2,2,123
127621071,13262,1765067706,4,2,2,186
132327251,76273,1763691333,3,2,2,192
115287306,66235,1764957198,5,3,2,429
123459876,16143,1765930940,5,3,2,525
114054430,54738,1763500280,6,3,2,228
132576349,34001,1762761815,1,1,2,28
144595782,17850,1766548066,11,2,3,186
134693577,22227,1763415235,5,3,2,540
120806154,35627,1766506669,5,3,2,583
124386610,69676,1765982569,1,1,2,254
133453678,68832,1764354364,5,3,2,824
126362945,37167,1763472214,5,3,2,391
112764549,66235,1764012012,3,2,3,80
121337245,82210,1764390548,12,1,2,281
127963747,29387,1766451681,4,2,2,13
142152147,22227,1764667058,5,3,2,996
100806662,30093,1764530673,11,2,2,94
119002665,14675,1763017611,11,2,2,293
116985281,43568,1765760339,5,3,3,932
119742381,29849,1763554240,6,3,2,143
142606001,25339,1765694845,5,3,2,510
114750713,18585,1765435810,7,4,2,15
122359207,82988,1763366811,5,3,4,365
121071043,17095,1762530048,8,4,2,232
105786056,39754,1766026071,4,2,2,281
108160941,61192,1763499303,1,1,2,95
145677979,76273,1766348280,5,3,2,562
118584176,46425,1765530365,5,3,2,861
149799689,63012,1764240357,5,3,2,561
130985274,61192,1767162477,3,2,2,76
112412310,18585,1766280815,5,3,2,952
121457931,48331,1764019355,5,3,2,425
125097122,87137,1764717771,5,3,2,929
106636577,46817,1766912490,8,4,3,265
144556679,55622,1765986733,5,3,2,390
100822976,76002,1762976430,5,3,4,728
134157016,64893,1766000710,5,3,2,698
120599780,63012,1766443796,5,3,2,544
124467947,41223,1765211633,3,2,3,115
127038326,45993,1766027954,11,2,2,190
128653048,26508,1767121060,4,2,2,39
113434966,61053,1765949836,5,3,2,523
101935783,26160,1762961854,11,2,2,294
128336351,23985,1763825187,5,3,2,462
115358467,82798,1764680043,5,3,2,340
120504953,61053,1765002884,8,4,2,192
110888912,16143,1764143230,6,3,2,66
134517008,35627,1762576838,5,3,2,978
124773199,84986,1764356414,11,2,2,228
141315640,50082,1764785503,5,3,2,882
140447494,39754,1765807063,3,2,2,41
111491187,23985,1764640368,5,3,2,935
144050571,46866,1765526880,3,2,4,268
146120006,22227,1764672562,5,3,2,546
138711017,75158,1764185254,5,3,2,708
118494621,21731,1765091977,5,3,2,684
133753067,73601,1765816658,5,3,2,331
129266813,16143,1764426638,11,2,2,295
123731389,14675,1766065677,5,3,4,333
114924993,46817,1765104895,5,3,2,446
120612592,75866,1764946683,10,5,2,159
133297055,60043,1764131331,12,1,2,150
133390256,74640,1765660124,5,3,2,783
121010421,76885,1765148682,5,3,2,606
108472751,69791,1764123976,5,3,2,991
114738030,59215,1762966814,5,3,2,810
144151355,43314,1764007720,8,4,1,68
131157722,88992,1763095233,5,3,1,368
144197787,41995,1766910243,6,3,2,222
132407388,69791,1764484122,5,3,2,351
120595596,40472,1766637976,7,4,2,265
123064672,54433,1766830661,12,1,2,207
108165948,52315,1763365755,4,2,2,192
148948909,32772,1764340060,7,4,2,234
139104053,76273,1765755300,5,3,2,599
140084718,81129,1765173749,5,3,2,587
105645537,50082,1767161175,5,3,2,799
102615650,41995,1765017477,5,3,2,485
119011019,81129,1763635728,6,3,2,22
148088681,42987,1763553167,11,2,2,127
108002292,46425,1766756179,8,4,2,160
109621679,24196,1764863547,10,5,2,210
140607156,52923,1765770992,5,3,2,555
137909728,73601,1762868616,2,1,2,249
143462963,86532,1766300922,5,3,2,641
129794874,14167,1764325228,5,3,3,738
141201430,33352,1766499617,7,4,1,74
127071435,77625,1764981634,5,3,2,978
106525291,22135,1766992569,5,3,2,728
128365241,59605,1764984536,5,3,2,304
125267926,76273,1763468349,5,3,2,990
146799607,55622,1764480594,5,3,2,522
106485383,84780,1765049341,6,3,2,207
141749474,76273,1764196999,6,3,2,166
131704303,54433,1763148827,5,3,2,730
148190720,59215,1765175570,5,3,2,704
146347962,45993,1766497314,5,3,1,911
139619714,19431,1765901742,5,3,2,719
134777253,16143,1763577864,5,3,2,387
144165749,52923,1763938253,8,4,1,73
145264905,85834,1763116131,5,3,2,676
149781458,57130,1764725796,6,3,2,46
134681067,17095,1764580909,5,3,2,466
107641038,26160,1766085473,11,2,2,223
112142304,46866,1763425964,5,3,2,601
117291838,57728,1764073664,2,1,4,261
137503165,61192,1763254427,1,1,1,121
136200462,29849,1764343794,5,3,2,626
117793113,87309,1764024544,5,3,2,505
135380835,17850,1762972088,5,3,2,928
135670282,23985,1765832903,5,3,2,971
148822366,13262,1766824080,5,3,1,505
115403799,64893,1763864325,1,1,2,281
106641955,37258,1763078839,5,3,2,476
109322961,69791,1765374105,5,3,2,460
135786102,71868,1765994933,5,3,2,729
126435224,87309,1766257622,5,3,2,893
123526487,57130,1764442927,12,1,2,156
111328306,24196,1765721193,5,3,2,860
105256506,18585,1762724771,5,3,2,459
143574995,19949,1762785145,5,3,2,806
141624426,48693,1764248973,5,3,2,922
134660536,76885,1763284250,5,3,2,829
137497445,22227,1762639886,9,5,2,297
148695799,29849,1764032974,5,3,2,771
109014149,43568,1763363036,10,5,2,38
115241879,37167,1766049897,5,3,2,815
139014777,63012,1766549332,5,3,2,344
133119214,81403,1766375545,5,3,2,749
124955222,48204,1766802557,10,5,2,253
143511829,40472,1765221840,5,3,2,565
140553654,21731,1765378481,5,3,2,708
123414224,81041,1766053684,5,3,2,895
146795772,23499,1765051910,5,3,2,345
145389734,37258,1765922410,5,3,2,786
117287677,34579,1764221896,5,3,2,643
117891899,35750,1765914227,5,3,2,701
136775737,46323,1766509315,5,3,2,375
149130329,35750,1766637582,11,2,3,174
120164710,64893,1764972315,5,3,2,863
110170299,75143,1763232850,5,3,2,364
135253142,39611,1765827930,9,5,2,78
134629289,19431,1764516900,5,3,2,914
129331372,16305,1766875366,5,3,2,569
120448020,83031,1765177486,5,3,2,313
149283190,65225,1762677088,5,3,2,428
110516039,64121,1764419474,5,3,2,664
128386781,41223,1766360810,4,2,2,80
105082895,14675,1765243486,2,1,3,232
108358047,61053,1765007326,5,3,2,820
116182645,27865,1765564216,5,3,2,766
108330379,45715,1764617541,5,3,2,602
135857232,22135,1764398406,8,4,3,30
125812654,55622,1763509001,5,3,2,905
137592419,40472,1766307386,10,5,2,45
127375067,21731,1763291608,5,3,2,536
103298755,25878,1764554398,5,3,2,367
138857511,59605,1766187313,5,3,2,321
104225608,76885,1766527497,5,3,2,453
136306947,37167,1765361189,4,2,2,76
133269153,37167,1765257760,5,3,2,543
145015750,50726,1762996936,5,3,2,634
123662494,45715,1765511420,5,3,2,656
139478908,87309,1765574658,5,3,2,596
107497144,48700,1766608682,5,3,2,309
133073294,64893,1764187664,3,2,2,263
122619511,57130,1765848016,3,2,2,197
145785077,55622,1763931467,5,3,2,592
110902834,55622,1765926497,5,3,2,674
114530586,87309,1766386771,10,5,2,128
105971981,76273,1766356494,11,2,1,114
118720779,27865,1765713732,5,3,2,688
142675091,84986,1767087052,5,3,2,768
122852357,17095,1763120654,10,5,2,42
108191990,50726,1763496098,10,5,2,104
111062348,18585,1766551392,12,1,2,48
149089831,23499,1765195123,5,3,2,858
111243858,65225,1766246910,5,3,2,675
104484061,17095,1765334899,5,3,2,839
127527032,43314,1765669748,5,3,2,801
143626017,85000,1765343660,5,3,2,849
139472492,87137,1764090096,5,3,4,544
138001007,40284,1763701849,6,3,2,110
114997114,46817,1764872665,6,3,2,110
131220691,29387,1766914860,10,5,2,13
147263465,54738,1763086534,5,3,2,960
101111706,29849,1764649764,5,3,2,367
111129854,37655,1766890114,5,3,2,733
117596422,23357,1764270726,4,2,1,244
112227853,76885,1766047715,5,3,2,633
144152878,19431,1764704247,5,3,2,519
131722005,86532,1764170207,5,3,2,692
135848093,27742,1763387100,6,3,2,14
105837976,25339,1763124045,5,3,4,502
145880086,29387,1765611991,5,3,2,498
128493683,49928,1763776178,11,2,2,45
149287821,86532,1765955641,8,4,1,91
130061076,67654,1765905500,5,3,2,693
127222302,16305,1766620035,5,3,2,576
148132707,39611,1764446211,5,3,2,905
111683700,43568,1765098358,4,2,2,68
142749216,88442,1766354355,5,3,2,346
105801157,75158,1765980617,11,2,2,249
129806414,82988,1763786235,5,3,1,778
135589408,82798,1763890129,5,3,2,553
127733716,59605,1766370734,5,3,2,556
106768912,23985,1762895749,5,3,2,679
108795558,14675,1765608036,8,4,2,103
143131609,23985,1765349167,5,3,2,570
143485646,19431,1764452162,5,3,2,858
112612928,72739,1765117916,5,3,2,439
125098738,82798,1764349384,5,3,2,811
121942284,59605,1763673766,5,3,2,775
141449685,69669,1765228338,5,3,2,621
131702844,68832,1765419670,12,1,2,194
107685888,74640,1764830929,7,4,2,194
114831653,14675,1765865498,5,3,2,706
109642748,48331,1763908335,4,2,2,267
109479284,45993,1765417820,10,5,2,233
110079044,61053,1765777740,5,3,2,336
122887321,76273,1766855527,3,2,2,67
138683364,46817,1764700554,5,3,4,962
120984270,16305,1766422340,5,3,2,440
112516840,17095,1766632729,5,3,2,835
138792884,82798,1766361682,5,3,2,858
107359912,48331,1763661581,5,3,2,520
113538223,15936,1763461345,5,3,1,956
107275290,88442,1763107352,5,3,2,490
138886101,78606,1764456209,7,4,2,264
110398917,33903,1764615647,11,2,2,248
122314354,85834,1766520000,5,3,2,540
117183102,64893,1764782280,1,1,2,87
101721399,81403,1765099439,9,5,1,116
146732784,23499,1763792318,5,3,2,802
112375129,41223,1764650710,10,5,2,88
126698410,88442,1765096268,1,1,2,126
127486553,80939,1766349474,5,3,2,493
143780420,39754,1762349822,5,3,2,311
105438299,40472,1764116597,5,3,2,646
111896880,57130,1763750659,5,3,3,815
132301785,61053,1763581118,9,5,2,158
111135061,46866,1766993735,4,2,2,219
106074719,80939,1764381027,2,1,2,205
143671637,59215,1764946722,5,3,2,996
105960535,18585,1764904628,10,5,2,173
105001492,46425,1765841395,5,3,2,722
114300998,60043,1764577187,7,4,2,240
109981624,42987,1763564868,5,3,2,677
115670783,32462,1764435966,5,3,2,795
118572543,15936,1766763354,7,4,2,178
114120108,50082,1763186223,5,3,2,791
107316212,77797,1763758203,5,3,2,438
135530537,78606,1764535129,6,3,2,275
146222045,66235,1763433037,5,3,2,608
124880546,33903,1765493382,11,2,2,219
146003782,75158,1766012043,5,3,2,369
116295663,25878,1767019424,5,3,2,848
126379839,49928,1764637950,1,1,2,294
117462007,22135,1767008607,3,2,2,65
106459750,39402,1765112479,4,2,2,129
111859858,82988,1766006461,6,3,2,102
132155925,85000,1764273224,5,3,2,382
113627441,17095,1766269253,5,3,2,307
145319844,63012,1765710622,5,3,3,390
132779130,50726,1766771634,5,3,1,934
116438242,69791,1764039931,5,3,2,509
102061033,61053,1763111007,5,3,2,520
131622624,41995,1764110797,12,1,2,62
131654048,64121,1766365686,11,2,2,145
123854128,52315,1763089379,2,1,2,237
108496481,14167,1762708529,6,3,2,28
109261587,68832,1765459982,3,2,2,250
121125689,48204,1764249885,6,3,2,120
149150668,48700,1765572010,5,3,2,458
138021777,88992,1764096047,5,3,2,696
116426387,73601,1764448770,10,5,2,274
148215829,26508,1767004635,5,3,2,887
116391903,59669,1766842762,5,3,2,635
105300885,77797,1764957485,4,2,2,52
138160700,82210,1763583517,5,3,1,871
120741431,88992,1766086372,5,3,2,604
144886072,18585,1763484927,5,3,3,491
115898915,59215,1763269554,5,3,1,708
113733906,15936,1764560784,5,3,2,721
106438018,23357,1766701214,10,5,2,265
130067271,25878,1765042673,5,3,2,605
113136136,61192,1764991856,3,2,2,206
119485807,27742,1763441946,4,2,2,179
143668647,57302,1765932809,12,1,2,99
112132589,71868,1766789540,5,3,2,431
124673407,54738,1767078489,11,2,2,166
122312952,43568,1766777798,5,3,3,620
130176402,54147,1766910139,2,1,2,252
133760428,57130,1765799705,5,3,2,830
121665341,33352,1764569142,5,3,4,446
146681004,88309,1764400327,5,3,2,614
136882306,59669,1762541268,5,3,2,577
117368113,33468,1766406608,12,1,2,143
143933238,45715,1763700725,5,3,2,753
120001981,48331,1765534847,5,3,2,915
102546487,23357,1764706176,5,3,4,656
146102027,88309,1764317721,5,3,2,970
128657413,83031,1765178146,5,3,2,758
142257206,52315,1763499869,7,4,2,130
112437727,33352,1766677252,5,3,3,653
138312878,52923,1763774361,9,5,2,300
137516796,67020,1766577473,5,3,2,484
113188148,48700,1766520363,5,3,3,518
136959397,14675,1764630336,5,3,2,924
110667688,39754,1766043248,5,3,2,345
119608489,83031,1763013558,5,3,2,472
136966070,32462,1765772293,9,5,2,225
144947868,69676,1766029960,7,4,2,143
149120985,50082,1766964252,5,3,2,935
136693581,57302,1763550303,5,3,2,474
146339104,76002,1766794270,12,1,2,278
140974817,25339,1765256489,5,3,2,507
100380290,73601,1766308983,5,3,2,347
127438296,26160,1763827018,5,3,2,342
126867591,69791,1766821227,5,3,3,492
133128880,15936,1767097540,5,3,3,782
103786585,17095,1765313403,1,1,2,299
145266616,75158,1764685944,11,2,2,159
138399885,82988,1765830820,5,3,2,584
116459674,60043,1763626406,12,1,2,134
126865464,49928,1763969669,5,3,2,633
110579498,81041,1764017209,5,3,2,618
135441650,72739,1767141819,5,3,1,963
119919122,80939,1765970034,5,3,2,609
140673402,81041,1766612330,5,3,2,654
116264863,33468,1763166306,5,3,2,518
122237269,23357,1764886004,11,2,2,14
133999407,69669,1765444199,2,1,2,162
122824210,57130,1766369169,5,3,2,347
100080980,54738,1765383654,5,3,2,940
137929738,48700,1766253448,2,1,2,188
136918689,64893,1764138711,5,3,2,642
108380367,75158,1764709725,4,2,3,214
115080755,41995,1763862819,3,2,2,260
128965708,82988,1766039484,5,3,2,370
104596483,45715,1766424881,5,3,2,783
136287936,37167,1762970460,5,3,2,631
133072049,74640,1766337093,5,3,2,304
139871732,16305,1764108025,6,3,2,144
123899449,29387,1764974301,1,1,3,195
144469414,48700,1766694417,2,1,2,103
139515066,71920,1766561205,11,2,2,83
104162183,64893,1763791748,3,2,2,288
126555322,76002,1763532742,9,5,2,133
134438526,76885,1765096739,5,3,2,556
125017510,11436,1762993649,8,4,2,57
116542884,57130,1765671875,3,2,2,37
127717044,49928,1766839872,5,3,2,635
136640499,61053,1767126286,1,1,2,118
101095513,88309,1764364771,5,3,1,450
139654469,50726,1766229175,5,3,1,556
109724089,29387,1766774673,5,3,3,879
100569103,59605,1764277160,5,3,2,348
104514105,83031,1765086891,5,3,2,444
149895956,14167,1762843006,5,3,2,426
125889439,84986,1764219728,5,3,2,883
106414980,34579,1763700100,5,3,2,548
139426098,74640,1765488702,5,3,2,449
133925519,13262,1762486003,5,3,2,369
100745242,57302,1767152916,5,3,2,320
111527975,29849,1766883210,5,3,2,424
141971874,76002,1765339790,5,3,2,424
134178345,24196,1765738665,9,5,2,150
135947579,23499,1765190227,5,3,2,506
146230402,45993,1766628943,12,1,2,272
135416210,40284,1765303970,10,5,2,164
124005826,71920,1766717115,5,3,2,584
128228999,17850,1763204674,5,3,2,337
148931598,40472,1763962726,5,3,2,872
122695331,82988,1763178682,5,3,2,665
133512757,23499,1766318384,5,3,2,543
113660250,19949,1766694572,2,1,2,65
122095876,22227,1765625434,5,3,2,594
116633369,77797,1766169130,5,3,3,607
136971252,67020,1766762837,5,3,2,826
141905264,82798,1766897241,5,3,2,885
121017696,85000,1763131372,5,3,1,426
129374621,17850,1765154814,2,1,2,235
126228972,33903,1762605500,1,1,2,263
101322508,34579,1764962199,5,3,2,875
118641326,52315,1763900885,5,3,3,534
107937268,87309,1762712075,5,3,2,787
