user_id,total_amount,total_real_amount,total_gift_amount,recharge_count,avg_amount,is_first_order,is_big_recharge,register_time,account_type,register_source,register_area,active_cnt,active_type_1_cnt,active_type_2_cnt,active_type_3_cnt,active_type_4_cnt,active_type_5_cnt,active_type_1_amount,active_type_2_amount,active_type_3_amount,active_type_4_amount,active_type_5_amount,active_amount
12801,273,275.73,2.73,1,273.0,0,0,2025-11-12 04:24:16,2,1,China/Shanghai-Shanghai,3.0,0.0,1.0,0.0,0.0,2.0,0.0,62.0,0.0,0.0,348.0,410.0
12861,757,764.5699999999999,7.569999999999999,2,378.5,1,0,2025-10-27 05:41:26,2,1,China/Guangdong-Shenzhen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12885,533,538.33,5.33,1,533.0,1,0,2025-11-30 06:21:04,1,1,China/Guangdong-Shenzhen,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1746.0,130.0,0.0,1876.0
13140,287,289.87,2.87,1,287.0,1,0,2025-11-06 01:29:57,4,1,China/Shanghai-Shanghai,2.0,1.0,0.0,0.0,1.0,0.0,93.0,0.0,0.0,176.0,0.0,269.0
13262,191880,193798.8,1918.8000000000002,11,17443.636363636364,1,1,2025-11-07 01:40:35,2,3,China/Shanghai-Shanghai,13.0,4.0,2.0,7.0,0.0,0.0,415.0,296.0,3215.0,0.0,0.0,3926.0
13310,257,259.57,2.57,1,257.0,0,0,2025-10-22 02:51:29,2,4,China/Jiangsu-Suzhou,3.0,1.0,2.0,0.0,0.0,0.0,66.0,150.0,0.0,0.0,0.0,216.0
13334,372,375.72,3.72,1,372.0,1,0,2025-11-13 14:59:22,2,1,China/Beijing-Beijing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13565,222,224.22,2.22,1,222.0,1,0,2025-10-17 00:33:14,2,1,China/Beijing-Beijing,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,173.0,254.0,0.0,427.0
13657,108379,109462.79,1083.79,9,12042.111111111111,0,1,2025-11-09 01:42:06,2,3,China/Shanghai-Shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13879,254,256.54,2.54,1,254.0,1,0,2025-10-19 07:11:36,2,1,China/Sichuan-Chengdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13880,290,292.9,2.9,1,290.0,1,0,2025-12-09 20:37:35,2,1,China/Zhejiang-Wenzhou,3.0,1.0,0.0,2.0,0.0,0.0,153.0,0.0,208.0,0.0,0.0,361.0
13948,281,283.81,2.81,1,281.0,1,0,2025-11-10 09:41:12,2,1,China/Beijing-Beijing,2.0,0.0,1.0,1.0,0.0,0.0,0.0,285.0,864.0,0.0,0.0,1149.0
14057,286,288.86,2.86,1,286.0,1,0,2025-11-07 00:37:42,2,1,China/Jiangsu-Suzhou,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,241.0,241.0
14158,175,176.75,1.75,1,175.0,1,0,2025-11-04 12:19:31,2,1,China/Shanghai-Shanghai,5.0,1.0,2.0,0.0,1.0,1.0,39.0,399.0,0.0,223.0,116.0,777.0
14167,354808,358356.08,3548.08,17,20871.058823529413,1,1,2025-11-06 22:03:36,2,1,China/Shanghai-Shanghai,16.0,3.0,1.0,11.0,0.0,1.0,397.0,190.0,6906.0,0.0,11.0,7504.0
14262,282,284.82,2.82,1,282.0,1,0,2025-11-30 07:00:56,2,1,China/Shanghai-Shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14464,671,677.71,6.71,3,223.66666666666666,0,0,2025-10-10 16:18:14,2,1,China/Sichuan-Chengdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14616,117177,118348.77,1171.77,9,13019.666666666666,1,1,2025-11-06 03:36:16,2,3,China/Shanghai-Shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14675,219364,221557.64,2193.64,14,15668.857142857143,1,1,2025-11-11 22:48:24,2,3,China/Guangdong-Shenzhen,16.0,1.0,2.0,12.0,1.0,0.0,232.0,567.0,9011.0,103.0,0.0,9913.0
14677,2324,2347.24,23.24,4,581.0,1,0,2025-10-20 11:55:38,2,1,China/Shanghai-Shanghai,3.0,1.0,2.0,0.0,0.0,0.0,185.0,226.0,0.0,0.0,0.0,411.0
14714,1179,1190.79,11.79,3,393.0,1,0,2025-11-09 06:48:06,2,1,China/Sichuan-Chengdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14742,253,255.53,2.53,1,253.0,1,0,2025-12-04 18:54:04,1,4,China/Guangdong-Shenzhen,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0
14910,84,84.84,0.84,1,84.0,1,0,2025-11-17 12:27:44,4,1,China/Sichuan-Chengdu,6.0,1.0,1.0,2.0,1.0,1.0,267.0,61.0,760.0,104.0,84.0,1276.0
14987,255,257.55,2.55,1,255.0,1,0,2025-11-24 16:28:46,2,1,China/Beijing-Beijing,6.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1648.0,266.0,0.0,1914.0
15047,65,65.65,0.65,1,65.0,0,0,2025-11-12 09:28:55,2,1,China/Guangdong-Shenzhen,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.0,0.0,55.0,91.0
15175,274,276.74,2.74,1,274.0,1,0,2025-11-04 09:26:14,2,1,China/Zhejiang-Wenzhou,2.0,0.0,2.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,0.0,335.0
15284,291543,294458.43,2915.4300000000003,16,18221.4375,1,1,2025-11-06 05:22:03,2,3,China/Shanghai-Shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15393,360,363.6,3.6,1,360.0,1,0,2025-10-04 19:21:23,2,1,China/Sichuan-Chengdu,3.0,0.0,2.0,0.0,1.0,0.0,0.0,172.0,0.0,38.0,0.0,210.0
15399,334,337.34,3.34,1,334.0,1,0,2025-11-23 09:37:21,1,1,China/Jiangsu-Suzhou,4.0,2.0,0.0,0.0,0.0,2.0,371.0,0.0,0.0,0.0,342.0,713.0
15660,172,173.72,1.72,1,172.0,0,0,2025-10-22 04:55:52,2,1,China/Zhejiang-Wenzhou,2.0,0.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0,235.0,0.0,275.0
15675,245,247.45,2.45,1,245.0,1,0,2025-11-21 01:58:25,2,1,China/Beijing-Beijing,4.0,1.0,1.0,1.0,1.0,0.0,132.0,25.0,22.0,70.0,0.0,249.0
15819,289,291.89,2.89,1,289.0,1,0,2025-11-08 07:23:59,2,1,China/Guangdong-Shenzhen,6.0,3.0,2.0,0.0,0.0,1.0,655.0,431.0,0.0,0.0,264.0,1350.0
15936,118686,119872.85999999999,1186.86,12,9890.5,1,1,2025-11-15 13:30:13,2,3,China/Shanghai-Shanghai,15.0,2.0,2.0,8.0,2.0,1.0,195.0,134.0,5813.0,272.0,297.0,6711.0
16143,206778,208845.78000000003,2067.78,16,12923.625,1,1,2025-11-07 01:42:22,2,3,China/Shanghai-Shanghai,11.0,2.0,3.0,6.0,0.0,0.0,297.0,626.0,3197.0,0.0,0.0,4120.0
16305,163653,165289.53,1636.53,12,13637.75,1,1,2025-11-07 22:45:30,2,3,China/Shanghai-Shanghai,10.0,1.0,1.0,6.0,0.0,2.0,143.0,131.0,3075.0,0.0,434.0,3783.0
16482,142,143.42,1.42,1,142.0,1,0,2025-10-21 21:49:17,2,1,China/Guangdong-Shenzhen,5.0,2.0,1.0,1.0,1.0,0.0,458.0,42.0,378.0,239.0,0.0,1117.0
16650,217,219.17,2.17,1,217.0,1,0,2025-12-03 07:32:03,2,1,China/Sichuan-Chengdu,4.0,1.0,1.0,0.0,2.0,0.0,281.0,270.0,0.0,283.0,0.0,834.0
16741,654,660.54,6.54,2,327.0,1,0,2025-11-07 05:54:12,2,1,China/Beijing-Beijing,5.0,1.0,1.0,1.0,1.0,1.0,225.0,239.0,897.0,150.0,146.0,1657.0
16823,517,522.17,5.17,1,517.0,0,0,2025-10-02 21:13:01,2,1,China/Jiangsu-Suzhou,5.0,2.0,1.0,0.0,2.0,0.0,77.0,141.0,0.0,250.0,0.0,468.0
16983,1690,1706.9,16.9,3,563.3333333333334,1,0,2025-10-21 11:01:49,3,2,China/Zhejiang-Wenzhou,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,59.0,280.0,339.0
17066,1231,1243.31,12.309999999999999,2,615.5,1,0,2025-10-24 06:55:56,2,1,China/Zhejiang-Wenzhou,2.0,1.0,1.0,0.0,0.0,0.0,202.0,96.0,0.0,0.0,0.0,298.0
17093,274,276.74,2.74,1,274.0,1,0,2025-11-29 12:58:12,2,1,China/Sichuan-Chengdu,2.0,1.0,1.0,0.0,0.0,0.0,105.0,242.0,0.0,0.0,0.0,347.0
17095,214952,217101.52,2149.52,9,23883.555555555555,1,1,2025-11-07 13:25:48,2,3,China/Shanghai-Shanghai,16.0,3.0,0.0,9.0,1.0,3.0,527.0,0.0,5688.0,232.0,404.0,6851.0
17112,203,205.03,2.03,1,203.0,1,0,2025-11-04 00:16:16,1,1,China/Sichuan-Chengdu,5.0,1.0,2.0,0.0,1.0,1.0,53.0,446.0,0.0,145.0,126.0,770.0
17144,817,825.1700000000001,8.17,2,408.5,1,0,2025-11-29 21:59:24,2,1,China/Zhejiang-Wenzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17337,863,871.63,8.629999999999999,3,287.6666666666667,1,0,2025-11-30 09:06:22,2,2,China/Zhejiang-Wenzhou,2.0,0.0,1.0,0.0,0.0,1.0,0.0,159.0,0.0,0.0,245.0,404.0
17414,471,475.71000000000004,4.71,2,235.5,1,0,2025-11-29 19:46:54,2,1,China/Shanghai-Shanghai,4.0,1.0,0.0,0.0,1.0,2.0,49.0,0.0,0.0,34.0,308.0,391.0
17522,87,87.87,0.87,1,87.0,0,0,2025-10-30 20:10:06,2,3,China/Beijing-Beijing,1.0,1.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,176.0
17658,548,553.48,5.48,1,548.0,1,0,2025-10-20 20:19:38,2,1,China/Guangdong-Shenzhen,1.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0
17660,165,166.65,1.65,1,165.0,1,0,2025-11-24 17:24:32,4,1,China/Guangdong-Shenzhen,1.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,54.0
17819,418,422.17999999999995,4.18,2,209.0,1,0,2025-10-12 12:46:56,2,1,China/Zhejiang-Wenzhou,2.0,0.0,1.0,0.0,0.0,1.0,0.0,112.0,0.0,0.0,89.0,201.0
17850,195447,197401.47,1954.4699999999998,15,13029.8,1,1,2025-11-12 01:39:17,4,3,China/Shanghai-Shanghai,13.0,1.0,2.0,7.0,0.0,3.0,235.0,470.0,4523.0,0.0,277.0,5505.0
17853,346,349.46,3.46,1,346.0,1,0,2025-12-02 14:33:51,2,1,China/Sichuan-Chengdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18111,295,297.95,2.95,1,295.0,1,0,2025-12-14 09:11:26,2,1,China/Jiangsu-Suzhou,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0
18241,708,715.08,7.08,3,236.0,1,0,2025-12-11 17:11:59,4,1,China/Zhejiang-Wenzhou,5.0,1.0,3.0,0.0,1.0,0.0,213.0,290.0,0.0,279.0,0.0,782.0
18404,220,222.2,2.2,1,220.0,1,0,2025-11-15 01:31:33,2,1,China/Sichuan-Chengdu,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1696.0,0.0,0.0,1696.0
18465,396,399.96,3.96,1,396.0,1,0,2025-10-01 06:08:37,2,1,China/Shanghai-Shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18480,620,626.2,6.2,1,620.0,1,0,2025-10-27 08:43:07,2,2,China/Sichuan-Chengdu,4.0,2.0,1.0,0.0,0.0,1.0,215.0,35.0,0.0,0.0,106.0,356.0
18585,260806,263414.06,2608.06,9,28978.444444444445,1,1,2025-11-09 04:41:53,2,3,China/Guangdong-Shenzhen,16.0,1.0,0.0,13.0,1.0,1.0,48.0,0.0,8160.0,15.0,173.0,8396.0
18722,210,212.1,2.1,1,210.0,1,0,2025-11-07 14:05:03,2,2,China/Sichuan-Chengdu,4.0,1.0,2.0,0.0,1.0,0.0,228.0,308.0,0.0,250.0,0.0,786.0
18758,244,246.44,2.44,1,244.0,1,0,2025-11-13 16:11:55,2,1,China/Beijing-Beijing,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,424.0,0.0,63.0,487.0
18795,97944,98923.44,979.4399999999999,14,6996.0,1,1,2025-11-12 20:50:37,1,3,China/Shanghai-Shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18810,125,126.25,1.25,1,125.0,1,0,2025-12-07 10:13:16,2,1,China/Sichuan-Chengdu,1.0,1.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,194.0
18831,156,157.56,1.56,1,156.0,1,0,2025-12-06 11:10:39,2,2,China/Beijing-Beijing,3.0,1.0,1.0,0.0,1.0,0.0,273.0,257.0,0.0,79.0,0.0,609.0
19017,1073,1083.73,10.73,2,536.5,1,0,2025-10-14 08:21:29,2,1,China/Sichuan-Chengdu,5.0,1.0,0.0,0.0,1.0,3.0,29.0,0.0,0.0,50.0,583.0,662.0
19164,325,328.25,3.25,1,325.0,1,0,2025-12-02 23:01:57,2,1,China/Shanghai-Shanghai,2.0,0.0,1.0,0.0,1.0,0.0,0.0,147.0,0.0,191.0,0.0,338.0
19431,196990,198959.9,1969.8999999999999,16,12311.875,1,1,2025-11-07 18:00:19,2,3,China/Shanghai-Shanghai,13.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,7588.0,212.0,0.0,7800.0
19754,395,398.95,3.95,1,395.0,1,0,2025-10-16 02:54:36,2,1,China/Guangdong-Shenzhen,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,630.0,0.0,244.0,874.0
19762,971,980.71,9.71,4,242.75,1,0,2025-11-30 09:03:49,2,1,China/Beijing-Beijing,3.0,0.0,1.0,0.0,2.0,0.0,0.0,174.0,0.0,314.0,0.0,488.0
19949,72108,72829.08,721.08,13,5546.7692307692305,1,1,2025-11-09 11:33:59,2,3,China/Shanghai-Shanghai,14.0,2.0,1.0,11.0,0.0,0.0,134.0,144.0,6500.0,0.0,0.0,6778.0
19999,903,912.03,9.03,2,451.5,1,0,2025-11-19 23:22:23,1,1,China/Shanghai-Shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20224,152,153.52,1.52,1,152.0,1,0,2025-12-21 19:36:11,2,2,China/Sichuan-Chengdu,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,575.0,0.0,575.0
20283,853,861.53,8.53,2,426.5,1,0,2025-10-02 02:24:10,2,1,China/Zhejiang-Wenzhou,6.0,2.0,3.0,0.0,0.0,1.0,353.0,567.0,0.0,0.0,229.0,1149.0
20477,496,500.96,4.96,1,496.0,1,0,2025-10-23 01:04:49,2,1,China/Sichuan-Chengdu,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,225.0
20548,209,211.09,2.09,2,104.5,0,0,2025-12-14 09:20:09,2,1,China/Jiangsu-Suzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20747,486,490.86,4.86,1,486.0,1,0,2025-10-20 22:44:48,2,1,China/Shanghai-Shanghai,7.0,4.0,0.0,0.0,2.0,1.0,598.0,0.0,0.0,444.0,66.0,1108.0
20833,1443,1457.4299999999998,14.43,3,481.0,0,0,2025-11-09 20:20:31,2,1,China/Guangdong-Shenzhen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20840,359,362.59000000000003,3.59,2,179.5,1,0,2025-11-09 21:47:23,2,1,China/Sichuan-Chengdu,3.0,0.0,2.0,0.0,1.0,0.0,0.0,201.0,0.0,142.0,0.0,343.0
20844,303,306.03,3.03,1,303.0,1,0,2025-10-21 19:20:52,2,1,China/Guangdong-Shenzhen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20984,125,126.25,1.25,1,125.0,1,0,2025-11-02 20:07:24,2,3,China/Guangdong-Shenzhen,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,89.0,251.0,0.0,340.0
21162,355,358.55,3.55,2,177.5,1,0,2025-12-05 16:12:25,2,1,China/Guangdong-Shenzhen,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,144.0,0.0,144.0
21163,888,896.88,8.88,3,296.0,1,0,2025-11-12 12:08:34,3,2,China/Zhejiang-Wenzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21259,781,788.81,7.81,2,390.5,0,0,2025-11-11 04:41:27,4,2,China/Sichuan-Chengdu,3.0,0.0,1.0,0.0,1.0,1.0,0.0,59.0,0.0,221.0,300.0,580.0
21389,534,539.34,5.34,1,534.0,1,0,2025-11-15 10:02:46,3,1,China/Jiangsu-Suzhou,5.0,0.0,2.0,0.0,3.0,0.0,0.0,516.0,0.0,328.0,0.0,844.0
21391,225,227.25,2.25,2,112.5,1,0,2025-10-19 11:48:36,2,1,China/Beijing-Beijing,3.0,1.0,0.0,1.0,1.0,0.0,242.0,0.0,676.0,56.0,0.0,974.0
21731,234786,237133.86,2347.86,12,19565.5,0,1,2025-11-10 23:13:15,2,3,China/Shanghai-Shanghai,16.0,1.0,1.0,11.0,1.0,2.0,265.0,107.0,5754.0,17.0,281.0,6424.0
22135,114825,115973.24999999999,1148.25,10,11482.5,0,1,2025-11-11 04:50:12,2,3,China/Beijing-Beijing,9.0,0.0,3.0,4.0,1.0,1.0,0.0,607.0,2086.0,30.0,156.0,2879.0
22190,256,258.56,2.56,1,256.0,1,0,2025-12-08 23:19:29,2,1,China/Guangdong-Shenzhen,3.0,1.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,0.0,338.0,386.0
22227,251358,253871.58000000002,2513.58,14,17954.14285714286,0,1,2025-11-08 14:19:01,2,3,China/Shanghai-Shanghai,17.0,0.0,3.0,12.0,0.0,2.0,0.0,506.0,8949.0,0.0,373.0,9828.0
22294,165,166.65,1.65,1,165.0,1,0,2025-11-04 20:04:53,2,1,China/Shanghai-Shanghai,5.0,2.0,0.0,2.0,1.0,0.0,343.0,0.0,1227.0,14.0,0.0,1584.0
22329,404,408.04,4.04,1,404.0,1,0,2025-10-23 08:02:03,2,1,China/Jiangsu-Suzhou,5.0,1.0,0.0,3.0,0.0,1.0,198.0,0.0,688.0,0.0,144.0,1030.0
22339,1073,1083.73,10.73,3,357.6666666666667,1,0,2025-10-31 07:30:56,1,1,China/Shanghai-Shanghai,2.0,1.0,0.0,0.0,0.0,1.0,258.0,0.0,0.0,0.0,71.0,329.0
22647,170,171.7,1.7,1,170.0,1,0,2025-11-02 15:53:52,2,1,China/Shanghai-Shanghai,5.0,2.0,1.0,1.0,1.0,0.0,261.0,104.0,219.0,73.0,0.0,657.0
23025,85952,86811.52,859.52,9,9550.222222222223,1,1,2025-11-07 16:45:07,2,3,China/Shanghai-Shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23195,254,256.54,2.54,1,254.0,1,0,2025-10-02 14:37:55,2,1,China/Guangdong-Shenzhen,2.0,0.0,1.0,0.0,0.0,1.0,0.0,275.0,0.0,0.0,98.0,373.0
23357,250605,253111.05000000002,2506.05,17,14741.470588235294,1,1,2025-11-13 13:57:51,2,2,China/Shanghai-Shanghai,16.0,1.0,4.0,10.0,0.0,1.0,20.0,581.0,6405.0,0.0,265.0,7271.0
23499,259820,262418.2,2598.2000000000003,17,15283.529411764706,0,1,2025-11-09 18:24:16,2,3,China/Shanghai-Shanghai,19.0,0.0,3.0,14.0,1.0,1.0,0.0,595.0,9779.0,273.0,194.0,10841.0
23531,129250,130542.5,1292.5,6,21541.666666666668,1,1,2025-11-06 18:52:07,2,3,China/Shanghai-Shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23638,543,548.43,5.43,1,543.0,1,0,2025-11-16 10:15:49,2,1,China/Beijing-Beijing,4.0,2.0,2.0,0.0,0.0,0.0,242.0,399.0,0.0,0.0,0.0,641.0
23789,785,792.85,7.85,1,785.0,1,0,2025-10-13 05:31:13,2,1,China/Shanghai-Shanghai,4.0,3.0,0.0,0.0,1.0,0.0,257.0,0.0,0.0,148.0,0.0,405.0
23956,137728,139105.28,1377.28,10,13772.8,1,1,2025-11-06 21:04:08,3,1,China/Shanghai-Shanghai,13.0,0.0,1.0,9.0,0.0,3.0,0.0,52.0,5813.0,0.0,506.0,6371.0
